nazwa_instytucji,badges,lokalizacja,adres,rodzaj_dzialalnosci,ilosc_miejsc,wpis_krdo,strona
Środowiskowy Dom Samopomocy Tychy/Ośrodek Święta Faustyna,,Tychy,"ul. Nowokościelna 56,
									43-100 
									Tychy",(Środowiskowy Dom Samopomocy),50,27793/KR - 2023,305
Środowiskowy Dom Samopomocy Turowo,,Powiat szczecinecki,"ul. Turowo 78,
									78-400 
									Turowo",(Środowiskowy Dom Samopomocy),40,27730/KR - 2023,305
Środowiskowy Dom Samopomocy Turek,,Powiat turecki,"ul. 3 Maja 8,
									62-700 
									Turek",(Środowiskowy Dom Samopomocy),25,27789/KR - 2023,305
Środowiskowy Dom Samopomocy Turek,,Powiat turecki,"ul. Poduchowne 1,
									62-700 
									Turek",(Środowiskowy Dom Samopomocy),25,27790/KR - 2023,305
Środowiskowy Dom Samopomocy Tulipan Kalisz,,Powiat kaliski,"ul. Widok 77,
									62-800 
									Kalisz",(Środowiskowy Dom Samopomocy),50,27278/KR - 2023,305
Środowiskowy Dom Samopomocy Tuchola,,Powiat tucholski,"ul. Garbary 1,
									89-500 
									Tuchola","Środowiskowy Dom Samopomocy typu A,B (Środowiskowy Dom Samopomocy)",45,27786/KR - 2023,305
Środowiskowy Dom Samopomocy Trzemeszno,,Powiat gnieźnieński,"ul. Mickiewicza 28,
									62-240 
									Trzemeszno",(Środowiskowy Dom Samopomocy),43,27221/KR - 2023,305
Środowiskowy Dom Samopomocy Trzebuń,,Powiat kościerski,"Trzebuń 23,
									83-425 
									Trzebuń",(Środowiskowy Dom Samopomocy),20,27345/KR - 2023,305
Środowiskowy Dom Samopomocy Toruń,,Toruń,"ul. Rydygiera 23,
									87-100 
									Toruń","Środowiskowy Dom Samopomocy typu A,B (Środowiskowy Dom Samopomocy)",36,27776/KR - 2023,306
Środowiskowy Dom Samopomocy Toruń,,Toruń,"ul. Niesiołowskiego 20,
									87-100 
									Toruń","Środowiskowy Dom Samopomocy typu A,B,C (Środowiskowy Dom Samopomocy)",40,27777/KR - 2023,306
Środowiskowy Dom Samopomocy Toruń,,Toruń,"ul. Szosa Bydgoska 1,
									87-100 
									Toruń","Środowiskowy Dom Samopomocy typu A,B (Środowiskowy Dom Samopomocy)",30,27779/KR - 2023,306
Środowiskowy Dom Samopomocy Toruń,,Toruń,"ul. Kard. Stefana Wyszyńskiego 7/9,
									87-100 
									Toruń","Środowiskowy Dom Samopomocy typu A,B (Środowiskowy Dom Samopomocy)",25,27780/KR - 2023,306
Środowiskowy Dom Samopomocy Tęcza Szczecin,,Powiat szczeciński,"ul. Wawrzyniaka 7A,
									70-392 
									Szczecin",(Środowiskowy Dom Samopomocy),21,27731/KR - 2023,306
Środowiskowy Dom Samopomocy Tęcza Świdnica,,Powiat świdnicki,"ul. Słobódzkiego 28,
									58-105 
									Świdnica",(Środowiskowy Dom Samopomocy),50,27744/KR - 2023,306
Środowiskowy Dom Samopomocy Tczew,,Powiat tczewski,"ul. Grunwaldzka 1,
									83-100 
									Tczew",(Środowiskowy Dom Samopomocy),25,27772/KR - 2023,306
Środowiskowy Dom Samopomocy Tczew,,Powiat tczewski,"ul. Armii Krajowej 55,
									83-100 
									Tczew",(Środowiskowy Dom Samopomocy),106,27773/KR - 2023,306
Środowiskowy Dom Samopomocy Tchórzew,,Powiat siedlecki,"ul. Tchórzew 4,
									08-106 
									Tchórzew",Dla osób przewlekle psychicznie chorych i dla osób z niepełnosprawnością intelektualną (Środowiskowy Dom Samopomocy),35,27667/KR - 2023,306
Środowiskowy Dom Samopomocy Tarnowskie Góry,,Powiat tarnogórski,"ul. Strzybnicka 3,
									42-609 
									Tarnowskie Góry",(Środowiskowy Dom Samopomocy),20,27758/KR - 2023,307
Środowiskowy Dom Samopomocy Tarnobrzeg,,Powiat tarnobrzeski,"ul. Kopernika 3,
									39-400 
									Tarnobrzeg",(Środowiskowy Dom Samopomocy),,27757/KR - 2023,307
Środowiskowy Dom Samopomocy Tarłów,,Powiat opatowski,"ul. Kleparz 1,
									27-515 
									Tarłów",(Środowiskowy Dom Samopomocy),20,27531/KR - 2023,307
Środowiskowy Dom Samopomocy Szymonówka Nieszawa,,Powiat aleksandrowski,"ul. Laskowskiego 8,
									87-730 
									Nieszawa","Środowiskowy Dom Samopomocy typu A,B (Środowiskowy Dom Samopomocy)",29,27083/KR - 2023,307
Środowiskowy Dom Samopomocy Szczypkowice,,Powiat słupski,"ul. Szczypkowice 21,
									76-220 
									Szczypkowice",(Środowiskowy Dom Samopomocy),24,27688/KR - 2023,307
Środowiskowy Dom Samopomocy Szczecinek,,Powiat szczecinecki,"ul. Wodociągowa 6 a,
									78-400 
									Szczecinek",(Środowiskowy Dom Samopomocy),50,27729/KR - 2023,307
Środowiskowy Dom Samopomocy Szczecin,,Powiat szczeciński,"Niemcewicza 9/U5,
									71-553 
									Szczecin","3 filie : ul. Tartaczana 14, ul. Bohaterów Warszawy 27, ul.Pocztowa 31-33 (Środowiskowy Dom Samopomocy)",120,27732/KR - 2023,307
Środowiskowy Dom Samopomocy Szczecin,,Powiat szczeciński,"ul. Rostocka 125,
									71-771 
									Szczecin",(Środowiskowy Dom Samopomocy),56,27733/KR - 2023,307
Środowiskowy Dom Samopomocy Szansa w Sianowie Sianów,,Powiat koszaliński,"ul. Słowackiego 3a,
									76-004 
									Sianów",(Środowiskowy Dom Samopomocy),35,27339/KR - 2023,307
Środowiskowy Dom Samopomocy Sypniew Jastrowie,,Powiat złotowski,"ul. Mickiewicza  40,
									64-915
									Jastrowie",(Środowiskowy Dom Samopomocy),25,27884/KR - 2023,308
Środowiskowy Dom Samopomocy Świętochłowice,,Świętochłowice,"ul. Karpacka 3,
									41-608
									 Świętochłowice",(Środowiskowy Dom Samopomocy),56,27753/KR - 2023,308
Środowiskowy Dom Samopomocy Świecie nad Osą,,Powiat grudziądzki,"ul. Świecie nad Osą 2,
									86-341 
									Świecie nad Osą","Środowiskowy Dom Samopomocy typu A,B (Środowiskowy Dom Samopomocy)",30,27251/KR - 2023,308
Środowiskowy Dom Samopomocy Świdwin,,Powiat świdwiński,"ul. Podwale 2,
									78-300 
									Świdwin",(Środowiskowy Dom Samopomocy),40,27749/KR - 2023,308
Środowiskowy Dom Samopomocy Strzyżów,,Powiat strzyżowski,"ul. Modrzewiowa 1,
									38-100 
									Strzyżów",(Środowiskowy Dom Samopomocy),,27718/KR - 2023,308
Środowiskowy Dom Samopomocy Strzegowo,,Powiat mławski,"ul. Słowackiego 33,
									06-445 
									Strzegowo",Dla osób przewlekle psychicznie chorych  i dla osób z niepełnosprawnością intelektualną (Środowiskowy Dom Samopomocy),30,27468/KR - 2023,308
Środowiskowy Dom Samopomocy Strobin,,Powiat wieluński,"ul. Strobin 34,
									98-313
									Strobin",(Środowiskowy Dom Samopomocy),60,27834/KR - 2023,308
Środowiskowy Dom Samopomocy Stokrotka Bydgoszcz,,Powiat bydgoski,"ul. Mińska 15a,
									85-442 
									Bydgoszcz","Środowiskowy Dom Samopomocy typu A,B,C (Środowiskowy Dom Samopomocy)",110,27134/KR - 2023,308
Środowiskowy Dom Samopomocy Stężyca,,Powiat kartuski,"ul. Abrahama 4,
									83-322 
									Stężyca",(Środowiskowy Dom Samopomocy),25,27288/KR - 2023,308
Środowiskowy Dom Samopomocy Staszów,,Powiat staszowski,"ul. Wschodnia 13,
									28-200 
									Staszów",(Środowiskowy Dom Samopomocy),19,27710/KR - 2023,309
Środowiskowy Dom Samopomocy Starogard Gdański,,Powiat starogardzki,"ul. Pelplińska 3,
									83-200 
									Starogard Gdański",(Środowiskowy Dom Samopomocy),75,27706/KR - 2023,309
Środowiskowy Dom Samopomocy Starogard Gdański,,Powiat starogardzki,"ul. Ks. Dominika 8,
									83-200 
									Starogard Gdański",(Środowiskowy Dom Samopomocy),25,27707/KR - 2023,309
Środowiskowy Dom Samopomocy Stargard,,Powiat stargardzki,"ul. Brzozowa 26,
									73-110 
									Stargard",Środowiskowy Dom Samopomocy (Środowiskowy Dom Samopomocy),40,27699/KR - 2023,309
Środowiskowy Dom Samopomocy Stargard,,Powiat stargardzki,"ul. Limanowskiego 24,
									73-110 
									Stargard",(Środowiskowy Dom Samopomocy),30,27700/KR - 2023,309
Środowiskowy Dom Samopomocy Stare Miasto,,Powiat leżajski,"ul. Stare Miasto 116,
									37-300 
									Stare Miasto",(Środowiskowy Dom Samopomocy),,27394/KR - 2023,309
Środowiskowy Dom Samopomocy Starachowice,,Powiat starachowicki,"ul. Reja 10,
									27-200 
									Starachowice",(Środowiskowy Dom Samopomocy),35,27697/KR - 2023,309
Środowiskowy Dom Samopomocy Starachowice,,Powiat starachowicki,"ul. Bat. Chłopskich 29,
									27-200 
									Starachowice",(Środowiskowy Dom Samopomocy),20,27698/KR - 2023,309
Środowiskowy Dom Samopomocy Stąporków,,Powiat konecki,"ul. Staszica 6,
									26-220 
									Stąporków",(Środowiskowy Dom Samopomocy),35,27326/KR - 2023,309
Środowiskowy Dom Samopomocy Stalowa Wola,,Powiat stalowowolski,"ul. Ks. J. Popiełuszki 29 A,
									37-450 
									Stalowa Wola",(Środowiskowy Dom Samopomocy),,27695/KR - 2023,310
Środowiskowy Dom Samopomocy Śrem,,Powiat śremski,"ul. Poznańska 13,
									63-100 
									Śrem",(Środowiskowy Dom Samopomocy),50,27743/KR - 2023,310
Środowiskowy Dom Samopomocy Sosnowiec,,Sosnowiec,"ul. Grota Roweckiego 2,
									41-200
									 Sosnowiec",(Środowiskowy Dom Samopomocy),98,27692/KR - 2023,310
Środowiskowy Dom Samopomocy Sopot,,Gdynia,"ul. Kazimierza Wielkiego 14,
									81-780 
									Sopot",(Środowiskowy Dom Samopomocy),44,27211/KR - 2023,310
Środowiskowy Dom Samopomocy Sopot,,Gdynia,"ul. Kopernika 11,
									81-846 
									Sopot",(Środowiskowy Dom Samopomocy),15,27212/KR - 2023,310
Środowiskowy Dom Samopomocy Solec-Zdrój,,Powiat buski,"ul. Świniary 25,
									28-131 
									Solec-Zdrój",(Środowiskowy Dom Samopomocy),32,27131/KR - 2023,310
Środowiskowy Dom Samopomocy Solec Kujawski,,Powiat bydgoski,"ul. 29 Listopada 10,
									86-050 
									Solec Kujawski","Środowiskowy Dom Samopomocy typu A,B,C,D (Środowiskowy Dom Samopomocy)",37,27141/KR - 2023,310
Środowiskowy Dom Samopomocy SOKOŁY Poznań,,Powiat poznański,"ul. Promienista 131,
									60-142 
									Poznań",(Środowiskowy Dom Samopomocy),35,27596/KR - 2023,310
Środowiskowy Dom Samopomocy Sokołów Podlaski,,Powiat sokołowski,"ul. Kosowska 83,
									08-300 
									Sokołów Podlaski",Dla osób przewlekle psychicznie chorych i dla osób z niepełnosprawnością intelektualną (Środowiskowy Dom Samopomocy),40,27690/KR - 2023,310
Środowiskowy Dom Samopomocy Sokołów Małopolski,,Powiat rzeszowski,"ul. Rzeszowska 31,
									36-050 
									Sokołów Małopolski",(Środowiskowy Dom Samopomocy),,27654/KR - 2023,311
Środowiskowy Dom Samopomocy Sochaczew,,Powiat sochaczewski,"ul. Zamkowa 4a,
									96-500 
									Sochaczew",Dla osób przewlekle psychicznie chorych i dla osób z niepełnosprawnością intelektualną (Środowiskowy Dom Samopomocy),50,27689/KR - 2023,311
Środowiskowy Dom Samopomocy Śmiałek Poznań,,Powiat poznański,"ul. os. Bolesława Chrobrego 101/15,
									60-681 
									Poznań",(Środowiskowy Dom Samopomocy),34,27598/KR - 2023,311
Środowiskowy Dom Samopomocy Smętowo Graniczne,,Powiat starogardzki,"ul. Lalkowy 10,
									83-230 
									Smętowo Graniczne",(Środowiskowy Dom Samopomocy),20,27705/KR - 2023,311
Środowiskowy Dom Samopomocy Słupsk,,Powiat słupski,"ul. Kościuszki 3, ,
									76-200 
									Słupsk",(Środowiskowy Dom Samopomocy),60,27686/KR - 2023,311
Środowiskowy Dom Samopomocy Słupsk,,Powiat słupski,"ul. Jana Pawła II 1a,
									76-200 
									Słupsk",(Środowiskowy Dom Samopomocy),30,27687/KR - 2023,311
Środowiskowy Dom Samopomocy Słupno,,Płock,"ul. Warszawska 26a,
									09-472 
									Słupno",Dla osób przewlekle psychicznie chorych (Środowiskowy Dom Samopomocy),35,27586/KR - 2023,311
Środowiskowy Dom Samopomocy Słubice,,Powiat słubicki,"ul. Pl. Wolności 17E,
									69-100 
									Słubice",(Środowiskowy Dom Samopomocy),19,27679/KR - 2023,311
Środowiskowy Dom Samopomocy Słowikowo,,Powiat słupecki,"ul. Słowikowo 10 D,
									62-436 
									Słowikowo",(Środowiskowy Dom Samopomocy),40,27682/KR - 2023,311
Środowiskowy Dom Samopomocy Ślesin,,Powiat koniński,"ul. Kościelna 46,
									62-561 
									Ślesin",(Środowiskowy Dom Samopomocy),35,27330/KR - 2023,312
Środowiskowy Dom Samopomocy Ślesin,,Powiat koniński,"ul. Głębockie 26 A,
									62-561 
									Ślesin",(Środowiskowy Dom Samopomocy),30,27331/KR - 2023,312
Środowiskowy Dom Samopomocy Sławoborze,,Powiat świdwiński,"ul. Leśna 1a,
									78-314 
									Sławoborze",(Środowiskowy Dom Samopomocy),28,27748/KR - 2023,312
Środowiskowy Dom Samopomocy Sławno,,Powiat sławieński,"ul. Mielczarskiego 1,
									76-100 
									Sławno",Środowiskowy Dom Samopomocy (Środowiskowy Dom Samopomocy),32,27674/KR - 2023,312
Środowiskowy Dom Samopomocy Skarżysko-Kamienna,,Powiat skarżyski,"ul. Tysiąclecia 22,
									26-110 
									Skarżysko-Kamienna",(Środowiskowy Dom Samopomocy),29,27672/KR - 2023,312
Środowiskowy Dom Samopomocy Skarżysko-Kamienna,,Powiat skarżyski,"ul. Zielna 12,
									26-110 
									Skarżysko-Kamienna",(Środowiskowy Dom Samopomocy),35,27673/KR - 2023,312
Środowiskowy Dom Samopomocy Skarszewy,,Powiat starogardzki,"ul. Kościerska 11,
									83-250 
									Skarszewy, pomorskie",(Środowiskowy Dom Samopomocy),38,27704/KR - 2023,312
Środowiskowy Dom Samopomocy Sieradz,,Powiat sieradzki,"ul. Armii Krajowej 34,
									98-200 
									Sieradz",(Środowiskowy Dom Samopomocy),35,27670/KR - 2023,312
Środowiskowy Dom Samopomocy Sieniawa,,Powiat przeworski,"ul. K. Wielkiego 13,
									37-530 
									Sieniawa",(Środowiskowy Dom Samopomocy),,27618/KR - 2023,312
Środowiskowy Dom Samopomocy Sielinko,,Powiat nowotomyski,"ul. Opalenicka 4,
									64-330 
									Sielinko",(Środowiskowy Dom Samopomocy),25,27507/KR - 2023,313
Środowiskowy Dom Samopomocy Serock,,Powiat legionowski,"ul. Wyzwolenia 31,
									05-140 
									Serock",Dla osób przewlekle psychicznie chorych i dla osób z niepełnosprawnością intelektualną (Środowiskowy Dom Samopomocy),30,27381/KR - 2023,313
Środowiskowy Dom Samopomocy Sędziszów Małopolski,,Powiat ropczycko-sędziszowski,"ul. Kościuszki 20,
									39-120 
									Sędziszów Małopolski",(Środowiskowy Dom Samopomocy),,27643/KR - 2023,313
Środowiskowy Dom Samopomocy Sędziszów,,Powiat jędrzejowski,"ul. Kwiatowa 14,
									28-340 
									Sędziszów",(Środowiskowy Dom Samopomocy),24,27277/KR - 2023,313
Środowiskowy Dom Samopomocy Sędziejowice,,łaski,"ul. Wieluńska 7,
									98-160 
									Sędziejowice",(Środowiskowy Dom Samopomocy),40,27429/KR - 2023,313
Środowiskowy Dom Samopomocy Sarzyna,,Powiat leżajski,"ul. Sarzyna 1221,
									37-310 
									Sarzyna",(Środowiskowy Dom Samopomocy),,27393/KR - 2023,313
Środowiskowy Dom Samopomocy Santok,,Powiat gorzowski,"ul. Gorzowska 19,
									66-431 
									Santok",(Środowiskowy Dom Samopomocy),21,27238/KR - 2023,313
Środowiskowy Dom Samopomocy Sandomierz,,Powiat sandomierski,"ul. Katedralna 5,
									27-600 
									Sandomierz",(Środowiskowy Dom Samopomocy),25,27660/KR - 2023,313
Środowiskowy Dom Samopomocy Sadowa,,Powiat warszawski zachodni,"ul. Jagodowa 2,
									05-092 
									Sadowa",Dla osób przewlekle psychicznie chorych (Środowiskowy Dom Samopomocy),20,27802/KR - 2023,313
Środowiskowy Dom Samopomocy Sadlinki,,Powiat kwidzyński,"ul. Okrągła Łąka 40,
									82-522 
									Sadlinki",(Środowiskowy Dom Samopomocy),18,27380/KR - 2023,314
Środowiskowy Dom Samopomocy Rzeszów,,Powiat rzeszowski,"ul. Ofiar Katynia 1,
									35-208 
									Rzeszów",(Środowiskowy Dom Samopomocy),,27653/KR - 2023,314
Środowiskowy Dom Samopomocy Rzepin,,Powiat słubicki,"ul. Wojska Polskiego 30,
									69-110 
									Rzepin",(Środowiskowy Dom Samopomocy),22,27678/KR - 2023,314
Środowiskowy Dom Samopomocy Rymanów,,Powiat krośnieński,"ul. Dworska 40,
									38-480 
									Rymanów",(Środowiskowy Dom Samopomocy),,27376/KR - 2023,314
Środowiskowy Dom Samopomocy Rybnik,,Powiat rybnicki,"ul. Karłowicza 48,
									44-200 
									Rybnik",(Środowiskowy Dom Samopomocy),56,27646/KR - 2023,314
Środowiskowy Dom Samopomocy Ruski Bród,,Powiat przysuski,"ul. Główna 51,
									26-400 
									Ruski Bród",Dla osób przewlekle psychicznie chorych  i dla osób z niepełnosprawnością intelektualną (Środowiskowy Dom Samopomocy),35,27621/KR - 2023,314
Środowiskowy Dom Samopomocy Rudnik nad Sanem,,Powiat niżański,"ul. Rzeszowska 35,
									37-420 
									Rudnik nad Sanem",(Środowiskowy Dom Samopomocy),,27491/KR - 2023,314
Środowiskowy Dom Samopomocy Ruda Śląska/Ośrodek Św. Elżbieta,,Ruda Śląska,"ul. Wolności 30,
									41-700
									Ruda Śląska",(Środowiskowy Dom Samopomocy),21,27644/KR - 2023,314
"Środowiskowy Dom Samopomocy Ruda Śląska/Ośrodek dla Niepełnosprawnych Najświętsze Serce Jezusa, Kłodnicka 103, 41-706 Ruda Śląska",,Ruda Śląska,"ul. Kłodnicka 103,
									41-706 
									Ruda Śląska",(Środowiskowy Dom Samopomocy),40,27645/KR - 2023,314
Środowiskowy Dom Samopomocy Rozalin,,Powiat słupecki,"ul. Rozalin 24,
									62-570 
									Rozalin",(Środowiskowy Dom Samopomocy),30,27681/KR - 2023,315
Środowiskowy Dom Samopomocy Ropczyce,,Powiat ropczycko-sędziszowski,"ul. Konarskiego 4,
									39-100 
									Ropczyce",(Środowiskowy Dom Samopomocy),,27642/KR - 2023,315
Środowiskowy Dom Samopomocy Recz,,Powiat choszczeński,"ul. Staromiejska 4,
									73-210 
									Recz",(Środowiskowy Dom Samopomocy),20,27157/KR - 2023,315
Środowiskowy Dom Samopomocy Razem Łatwiej Klępczewo,,Powiat świdwiński,"ul. Klępczewo 8,
									78-312 
									Klępczewo",(Środowiskowy Dom Samopomocy),30,27746/KR - 2023,315
Środowiskowy Dom Samopomocy Razem Konin,,Powiat koniński,"ul. Zakładowa 4,
									62-510  
									Konin",(Środowiskowy Dom Samopomocy),21,27329/KR - 2023,315
Środowiskowy Dom Samopomocy Rawicz,,Powiat rawicki,"ul. Generała Grota Roweckiego 9,
									63-900 
									Rawicz",(Środowiskowy Dom Samopomocy),39,27640/KR - 2023,315
Środowiskowy Dom Samopomocy Rajkowy,,Powiat tczewski,"ul. Akacjowa 54,
									83-130 
									Rajkowy",(Środowiskowy Dom Samopomocy),18,27771/KR - 2023,315
Środowiskowy Dom Samopomocy Radzymin,,Powiat wołomiński,"ul. Polskiej Organizacji Wojskowej 1,
									05-250
									Radzymin",Dla osób z niepełnosprawnością intelektualną (Środowiskowy Dom Samopomocy),25,27845/KR - 2023,315
Środowiskowy Dom Samopomocy Radziszewo Stare,,Powiat wysokomazowiecki,"ul. Radziszewo Stare 9,
									18-230
									Radziszewo Stare",Środowiskowy Dom Samopomocy (Środowiskowy Dom Samopomocy),30,27860/KR - 2023,315
Środowiskowy Dom Samopomocy Radziechowy,,Powiat żywiecki,"ul. Plebańska 1,
									34-381
									Radziechowy",(Publiczny),,27893/KR - 2023,316
Środowiskowy Dom Samopomocy Radymno,,Powiat jarosławski,"ul. Wyszyńskiego 1 A,
									37-550 
									Radymno",(Środowiskowy Dom Samopomocy),,27271/KR - 2023,316
Środowiskowy Dom Samopomocy Radomsko,,Powiat radomszczański,"ul. Stara Droga 85,
									97-500 
									Radomsko",(Środowiskowy Dom Samopomocy),60,27637/KR - 2023,316
Środowiskowy Dom Samopomocy Radom,,Powiat radomski,"ul. Dzierzkowska 9, ,
									26-600 
									Radom",Dla osób przewlekle psychicznie chorych  i dla osób z niepełnosprawnością intelektualną (Środowiskowy Dom Samopomocy),50,27633/KR - 2023,316
Środowiskowy Dom Samopomocy Radom,,Powiat radomski,"ul. Sobótki 5,
									26-600
									Radom",Dla osób  z niepełnosprawnością intelektualną (Środowiskowy Dom Samopomocy),40,27634/KR - 2023,316
Środowiskowy Dom Samopomocy Racibórz,,Powiat raciborski,"ul. Grzonki 1,
									47-400
									Racibórz",(Środowiskowy Dom Samopomocy),35,27630/KR - 2023,316
Środowiskowy Dom Samopomocy Pułtusk,,Powiat pułtuski,"ul. Białowiejska 5,
									06-100 
									Pułtusk",Dla osób przewlekle psychicznie chorych  i dla osób z niepełnosprawnością intelektualną (Środowiskowy Dom Samopomocy),60,27628/KR - 2023,316
Środowiskowy Dom Samopomocy Puck,,Powiat pucki,"ul. Mestwina 32,
									84-100 
									Puck",(Środowiskowy Dom Samopomocy),37,27624/KR - 2023,316
Środowiskowy Dom Samopomocy Pszczyna,,Powiat pszczyński,"ul. Św. Jadwigi 4,
									43-200
									 Pszczyna",(Środowiskowy Dom Samopomocy),40,27623/KR - 2023,316
